anio,mes,codigo_dane,municipio,area_operativa,latitud,longitud,fecha,especie,condicion,vacuna,lote,vacunaciones,tipo_dato
2026,4,76834,TULUÁ,SIN DATO,4.09670,-76.20540,2026-04-18,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-03-2,1730,SIMULADO
2026,4,76834,TULUÁ,SIN DATO,4.09670,-76.20540,2026-04-18,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-03-2,1874,SIMULADO
2026,6,76834,TULUÁ,SIN DATO,4.09070,-76.17840,2026-06-25,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-03-3,3293,SIMULADO
2026,6,76834,TULUÁ,SIN DATO,4.09070,-76.17840,2026-06-25,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-03-3,1549,SIMULADO
2026,6,76834,TULUÁ,SIN DATO,4.09070,-76.17840,2026-06-25,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-03-3,1425,SIMULADO
2026,6,76834,TULUÁ,SIN DATO,4.09070,-76.17840,2026-06-25,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-03-3,1543,SIMULADO
2026,2,76111,GUADALAJARA DE BUGA,SIN DATO,3.88290,-76.31380,2026-02-12,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-04-1,1720,SIMULADO
2026,2,76111,GUADALAJARA DE BUGA,SIN DATO,3.88290,-76.31380,2026-02-12,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-04-1,810,SIMULADO
2026,2,76111,GUADALAJARA DE BUGA,SIN DATO,3.88290,-76.31380,2026-02-12,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-04-1,744,SIMULADO
2026,2,76111,GUADALAJARA DE BUGA,SIN DATO,3.88290,-76.31380,2026-02-12,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-04-1,806,SIMULADO
2026,4,76111,GUADALAJARA DE BUGA,SIN DATO,3.91290,-76.30780,2026-04-19,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-04-2,1540,SIMULADO
2026,4,76111,GUADALAJARA DE BUGA,SIN DATO,3.91290,-76.30780,2026-04-19,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-04-2,724,SIMULADO
2026,4,76111,GUADALAJARA DE BUGA,SIN DATO,3.91290,-76.30780,2026-04-19,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-04-2,666,SIMULADO
2026,4,76111,GUADALAJARA DE BUGA,SIN DATO,3.91290,-76.30780,2026-04-19,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-04-2,721,SIMULADO
2026,6,76111,GUADALAJARA DE BUGA,SIN DATO,3.90690,-76.28080,2026-06-26,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-04-3,1268,SIMULADO
2026,6,76111,GUADALAJARA DE BUGA,SIN DATO,3.90690,-76.28080,2026-06-26,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-04-3,596,SIMULADO
2026,6,76111,GUADALAJARA DE BUGA,SIN DATO,3.90690,-76.28080,2026-06-26,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-04-3,549,SIMULADO
2026,6,76111,GUADALAJARA DE BUGA,SIN DATO,3.90690,-76.28080,2026-06-26,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-04-3,594,SIMULADO
2026,2,76248,EL CERRITO,ARO SUR CALI,3.66750,-76.32970,2026-02-08,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-05-1,488,SIMULADO
2026,2,76248,EL CERRITO,ARO SUR CALI,3.66750,-76.32970,2026-02-08,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-05-1,229,SIMULADO
2026,2,76248,EL CERRITO,ARO SUR CALI,3.66750,-76.32970,2026-02-08,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-05-1,211,SIMULADO
2026,2,76248,EL CERRITO,ARO SUR CALI,3.66750,-76.32970,2026-02-08,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-05-1,229,SIMULADO
2026,4,76248,EL CERRITO,ARO SUR CALI,3.69750,-76.32370,2026-04-15,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-05-2,437,SIMULADO
2026,4,76248,EL CERRITO,ARO SUR CALI,3.69750,-76.32370,2026-04-15,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-05-2,205,SIMULADO
2026,4,76248,EL CERRITO,ARO SUR CALI,3.69750,-76.32370,2026-04-15,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-05-2,189,SIMULADO
2026,4,76248,EL CERRITO,ARO SUR CALI,3.69750,-76.32370,2026-04-15,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-05-2,205,SIMULADO
2026,6,76248,EL CERRITO,ARO SUR CALI,3.69150,-76.29670,2026-06-22,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-05-3,360,SIMULADO
2026,6,76248,EL CERRITO,ARO SUR CALI,3.69150,-76.29670,2026-06-22,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-05-3,169,SIMULADO
2026,6,76248,EL CERRITO,ARO SUR CALI,3.69150,-76.29670,2026-06-22,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-05-3,156,SIMULADO
2026,6,76248,EL CERRITO,ARO SUR CALI,3.69150,-76.29670,2026-06-22,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-05-3,168,SIMULADO
2026,2,76275,FLORIDA,ARO SUR CALI,3.30430,-76.25080,2026-02-09,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-06-1,340,SIMULADO
2026,2,76275,FLORIDA,ARO SUR CALI,3.30430,-76.25080,2026-02-09,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-06-1,160,SIMULADO
2026,2,76275,FLORIDA,ARO SUR CALI,3.30430,-76.25080,2026-02-09,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-06-1,147,SIMULADO
2026,2,76275,FLORIDA,ARO SUR CALI,3.30430,-76.25080,2026-02-09,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-06-1,159,SIMULADO
2026,4,76275,FLORIDA,ARO SUR CALI,3.33430,-76.24480,2026-04-16,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-06-2,304,SIMULADO
2026,4,76275,FLORIDA,ARO SUR CALI,3.33430,-76.24480,2026-04-16,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-06-2,143,SIMULADO
2026,4,76275,FLORIDA,ARO SUR CALI,3.33430,-76.24480,2026-04-16,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-06-2,132,SIMULADO
2026,4,76275,FLORIDA,ARO SUR CALI,3.33430,-76.24480,2026-04-16,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-06-2,142,SIMULADO
2026,6,76275,FLORIDA,ARO SUR CALI,3.32830,-76.21780,2026-06-23,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-06-3,250,SIMULADO
2026,6,76275,FLORIDA,ARO SUR CALI,3.32830,-76.21780,2026-06-23,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-06-3,118,SIMULADO
2026,6,76275,FLORIDA,ARO SUR CALI,3.32830,-76.21780,2026-06-23,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-06-3,108,SIMULADO
2026,6,76275,FLORIDA,ARO SUR CALI,3.32830,-76.21780,2026-06-23,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-06-3,117,SIMULADO
2026,2,76736,SEVILLA,ARO CENTRO TULUA,4.24630,-75.94690,2026-02-10,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-07-1,746,SIMULADO
2026,2,76736,SEVILLA,ARO CENTRO TULUA,4.24630,-75.94690,2026-02-10,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-07-1,351,SIMULADO
2026,2,76736,SEVILLA,ARO CENTRO TULUA,4.24630,-75.94690,2026-02-10,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-07-1,323,SIMULADO
2026,2,76736,SEVILLA,ARO CENTRO TULUA,4.24630,-75.94690,2026-02-10,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-07-1,349,SIMULADO
2026,4,76736,SEVILLA,ARO CENTRO TULUA,4.27630,-75.94090,2026-04-17,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-07-2,667,SIMULADO
2026,4,76736,SEVILLA,ARO CENTRO TULUA,4.27630,-75.94090,2026-04-17,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-07-2,314,SIMULADO
2026,4,76736,SEVILLA,ARO CENTRO TULUA,4.27630,-75.94090,2026-04-17,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-07-2,289,SIMULADO
2026,4,76736,SEVILLA,ARO CENTRO TULUA,4.27630,-75.94090,2026-04-17,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-07-2,313,SIMULADO
2026,6,76736,SEVILLA,ARO CENTRO TULUA,4.27030,-75.91390,2026-06-24,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-07-3,549,SIMULADO
2026,6,76736,SEVILLA,ARO CENTRO TULUA,4.27030,-75.91390,2026-06-24,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-07-3,259,SIMULADO
2026,6,76736,SEVILLA,ARO CENTRO TULUA,4.27030,-75.91390,2026-06-24,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-07-3,238,SIMULADO
2026,6,76736,SEVILLA,ARO CENTRO TULUA,4.27030,-75.91390,2026-06-24,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-07-3,257,SIMULADO
2026,2,76122,CAICEDONIA,ARO CENTRO TULUA,4.31440,-75.84270,2026-02-11,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-08-1,827,SIMULADO
2026,2,76122,CAICEDONIA,ARO CENTRO TULUA,4.31440,-75.84270,2026-02-11,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-08-1,389,SIMULADO
2026,2,76122,CAICEDONIA,ARO CENTRO TULUA,4.31440,-75.84270,2026-02-11,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-08-1,358,SIMULADO
2026,2,76122,CAICEDONIA,ARO CENTRO TULUA,4.31440,-75.84270,2026-02-11,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-08-1,388,SIMULADO
2026,4,76122,CAICEDONIA,ARO CENTRO TULUA,4.34440,-75.83670,2026-04-18,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-08-2,740,SIMULADO
2026,4,76122,CAICEDONIA,ARO CENTRO TULUA,4.34440,-75.83670,2026-04-18,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-08-2,348,SIMULADO
2026,4,76122,CAICEDONIA,ARO CENTRO TULUA,4.34440,-75.83670,2026-04-18,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-08-2,320,SIMULADO
2026,4,76122,CAICEDONIA,ARO CENTRO TULUA,4.34440,-75.83670,2026-04-18,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-08-2,347,SIMULADO
2026,6,76122,CAICEDONIA,ARO CENTRO TULUA,4.33840,-75.80970,2026-06-25,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-08-3,609,SIMULADO
2026,6,76122,CAICEDONIA,ARO CENTRO TULUA,4.33840,-75.80970,2026-06-25,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-08-3,287,SIMULADO
2026,6,76122,CAICEDONIA,ARO CENTRO TULUA,4.33840,-75.80970,2026-06-25,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-08-3,264,SIMULADO
2026,6,76122,CAICEDONIA,ARO CENTRO TULUA,4.33840,-75.80970,2026-06-25,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-08-3,285,SIMULADO
2026,2,76364,JAMUNDÍ,SIN DATO,3.24270,-76.55540,2026-02-12,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-09-1,835,SIMULADO
2026,2,76364,JAMUNDÍ,SIN DATO,3.24270,-76.55540,2026-02-12,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-09-1,393,SIMULADO
2026,2,76364,JAMUNDÍ,SIN DATO,3.24270,-76.55540,2026-02-12,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-09-1,361,SIMULADO
2026,2,76364,JAMUNDÍ,SIN DATO,3.24270,-76.55540,2026-02-12,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-09-1,392,SIMULADO
2026,4,76364,JAMUNDÍ,SIN DATO,3.27270,-76.54940,2026-04-19,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-09-2,747,SIMULADO
2026,4,76364,JAMUNDÍ,SIN DATO,3.27270,-76.54940,2026-04-19,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-09-2,352,SIMULADO
2026,4,76364,JAMUNDÍ,SIN DATO,3.27270,-76.54940,2026-04-19,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-09-2,323,SIMULADO
2026,4,76364,JAMUNDÍ,SIN DATO,3.27270,-76.54940,2026-04-19,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-09-2,350,SIMULADO
2026,6,76364,JAMUNDÍ,SIN DATO,3.26670,-76.52240,2026-06-26,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-09-3,615,SIMULADO
2026,6,76364,JAMUNDÍ,SIN DATO,3.26670,-76.52240,2026-06-26,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-09-3,290,SIMULADO
2026,6,76364,JAMUNDÍ,SIN DATO,3.26670,-76.52240,2026-06-26,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-09-3,266,SIMULADO
2026,6,76364,JAMUNDÍ,SIN DATO,3.26670,-76.52240,2026-06-26,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-09-3,289,SIMULADO
2026,2,76563,PRADERA,ARO SUR CALI,3.40080,-76.26080,2026-02-08,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-10-1,1318,SIMULADO
2026,2,76563,PRADERA,ARO SUR CALI,3.40080,-76.26080,2026-02-08,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-10-1,620,SIMULADO
2026,2,76563,PRADERA,ARO SUR CALI,3.40080,-76.26080,2026-02-08,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-10-1,570,SIMULADO
2026,2,76563,PRADERA,ARO SUR CALI,3.40080,-76.26080,2026-02-08,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-10-1,618,SIMULADO
2026,4,76563,PRADERA,ARO SUR CALI,3.43080,-76.25480,2026-04-15,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-10-2,1179,SIMULADO
2026,4,76563,PRADERA,ARO SUR CALI,3.43080,-76.25480,2026-04-15,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-10-2,555,SIMULADO
2026,4,76563,PRADERA,ARO SUR CALI,3.43080,-76.25480,2026-04-15,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-10-2,510,SIMULADO
2026,4,76563,PRADERA,ARO SUR CALI,3.43080,-76.25480,2026-04-15,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-10-2,552,SIMULADO
2026,6,76563,PRADERA,ARO SUR CALI,3.42480,-76.22780,2026-06-22,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-10-3,971,SIMULADO
2026,6,76563,PRADERA,ARO SUR CALI,3.42480,-76.22780,2026-06-22,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-10-3,457,SIMULADO
2026,6,76563,PRADERA,ARO SUR CALI,3.42480,-76.22780,2026-06-22,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-10-3,420,SIMULADO
2026,6,76563,PRADERA,ARO SUR CALI,3.42480,-76.22780,2026-06-22,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-10-3,455,SIMULADO
2026,2,76895,ZARZAL,ARO CENTRO TULUA,4.37610,-76.08750,2026-02-09,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-11-1,503,SIMULADO
2026,2,76895,ZARZAL,ARO CENTRO TULUA,4.37610,-76.08750,2026-02-09,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-11-1,237,SIMULADO
2026,2,76895,ZARZAL,ARO CENTRO TULUA,4.37610,-76.08750,2026-02-09,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-11-1,217,SIMULADO
2026,2,76895,ZARZAL,ARO CENTRO TULUA,4.37610,-76.08750,2026-02-09,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-11-1,236,SIMULADO
2026,4,76895,ZARZAL,ARO CENTRO TULUA,4.40610,-76.08150,2026-04-16,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-11-2,450,SIMULADO
2026,4,76895,ZARZAL,ARO CENTRO TULUA,4.40610,-76.08150,2026-04-16,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-11-2,212,SIMULADO
2026,4,76895,ZARZAL,ARO CENTRO TULUA,4.40610,-76.08150,2026-04-16,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-11-2,195,SIMULADO
2026,4,76895,ZARZAL,ARO CENTRO TULUA,4.40610,-76.08150,2026-04-16,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-11-2,211,SIMULADO
2026,6,76895,ZARZAL,ARO CENTRO TULUA,4.40010,-76.05450,2026-06-23,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-11-3,371,SIMULADO
2026,6,76895,ZARZAL,ARO CENTRO TULUA,4.40010,-76.05450,2026-06-23,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-11-3,174,SIMULADO
2026,6,76895,ZARZAL,ARO CENTRO TULUA,4.40010,-76.05450,2026-06-23,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-11-3,160,SIMULADO
2026,6,76895,ZARZAL,ARO CENTRO TULUA,4.40010,-76.05450,2026-06-23,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-11-3,174,SIMULADO
2026,2,76892,YUMBO,SIN DATO,3.56430,-76.50750,2026-02-10,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-12-1,394,SIMULADO
2026,2,76892,YUMBO,SIN DATO,3.56430,-76.50750,2026-02-10,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-12-1,186,SIMULADO
2026,2,76892,YUMBO,SIN DATO,3.56430,-76.50750,2026-02-10,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-12-1,170,SIMULADO
2026,2,76892,YUMBO,SIN DATO,3.56430,-76.50750,2026-02-10,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-12-1,185,SIMULADO
2026,4,76892,YUMBO,SIN DATO,3.59430,-76.50150,2026-04-17,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-12-2,352,SIMULADO
2026,4,76892,YUMBO,SIN DATO,3.59430,-76.50150,2026-04-17,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-12-2,166,SIMULADO
2026,4,76892,YUMBO,SIN DATO,3.59430,-76.50150,2026-04-17,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-12-2,153,SIMULADO
2026,4,76892,YUMBO,SIN DATO,3.59430,-76.50150,2026-04-17,FELINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-12-2,165,SIMULADO
2026,6,76892,YUMBO,SIN DATO,3.58830,-76.47450,2026-06-24,CANINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-12-3,290,SIMULADO
2026,6,76892,YUMBO,SIN DATO,3.58830,-76.47450,2026-06-24,CANINO,PRIMERA VEZ,VACUNA DEMOSTRATIVA,DEMO-2026-12-3,137,SIMULADO
2026,6,76892,YUMBO,SIN DATO,3.58830,-76.47450,2026-06-24,FELINO,REVACUNADO,VACUNA DEMOSTRATIVA,DEMO-2026-12-3,126,SIMULADO
