ID_SEDE_IRCA;COD_DANE;MUNICIPIO_BASE;NOMBRE_SEDE_BASE;MEN_COINCIDE;MEN_METODO_CRUCE;MEN_SCORE_CRUCE;MEN_ANIO;MEN_ESTABLECIMIENTO;MEN_SEDE;MEN_TOTAL_MATRICULA;MEN_LATITUD;MEN_LONGITUD;MEN_COORDENADA_VALIDA;USO_COORDENADA_MEN;USO_MATRICULA_MEN
225;276670000082;SAN PEDRO;I.E. JOSE ANTONIO AGUILERA SEDE ALEJANDRO HENAO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
226;276670000180;SAN PEDRO;I.E. MIGUEL ANTONIO CARO SEDE GABRIELA MISTRAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE MIGUEL ANTONIO CARO;GABRIELA MISTRAL;230;3.98;-76.24;SI;NO;NO
227;176670000070;SAN PEDRO;I.E. JOSE ANTONIO AGUILERA - SEDE RAFAEL URIBE URIBE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
228;176670000258;SAN PEDRO;I.E. JOSE ANTONIO AGUILERA - SEDE LEONARDO TASCON;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
229;276670000121;SAN PEDRO;I.E. JOSE ANTONIO AGUILERA SEDE SAN JUDAS TADEO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
230;176670000240;SAN PEDRO;I.E. JOSE ANTONIO AGUILERA SEDE JOSE ANTONIO AGUILERA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JOSE ANTONIO AGUILERA;JOSE ANTONIO AGUILERA;756;4.0;-76.23;SI;NO;NO
231;276670000457;SAN PEDRO;I.E. MIGUEL ANTONIO CARO SEDE FRANCISCO JOSE DE CALDAS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.931;2.019;IE MIGUEL ANTONIO CARO;FRANCISCO JOSE DE CALDAS;91;3.96;-76.27;SI;NO;NO
232;276670000228;SAN PEDRO;I.E. JOSE ANTONIO AGUILERA SEDE CRISTO REY;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
233;;SAN PEDRO;I.E. MIGUEL ANTONIO CARO SEDE MIGUEL ANTONIO CARO PRINCIPAL;NO;SIN_COINCIDENCIA_FUERTE;0.571;;;;0;;;NO;NO;NO
234;276670000198;SAN PEDRO;I.E. MIGUEL ANTONIO CARO SEDE GENERAL SANTANDER;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE MIGUEL ANTONIO CARO;GENERAL SANTANDER;72;3.98;-76.24;SI;NO;NO
235;276670000180;SAN PEDRO;I.E. MIGUEL ANTONIO CARO SEDE GABRIELA MISTRAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE MIGUEL ANTONIO CARO;GABRIELA MISTRAL;230;3.98;-76.24;SI;NO;NO
236;176670000070;SAN PEDRO;I.E. JOSE ANTONIO AGUILERA - SEDE RAFAEL URIBE URIBE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
237;;CALIMA;I.E. PABLO SEXTO SEDE SAN ALBERTO MURGUEITIO;NO;SIN_CANDIDATOS_MUNICIPIO;;;;;0;;;NO;NO;NO
238;276126000044;CALIMA;I.E. PABLO SEXTO SEDE SANTA TERESITA;NO;SIN_CANDIDATOS_MUNICIPIO;;;;;0;;;NO;NO;NO
239;276890000091;YOTOCO;I.E. GABRIELA MISTRAL SEDE GABRIELA MISTRAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE GABRIELA MISTRAL;GABRIELA MISTRAL;331;3.88;-76.45;SI;NO;NO
240;276823000257;TORO;I.E TECNICA AGROPECUARIA TORO SEDE SIMON BOLIVAR;SI;COINCIDENCIA_NOMBRE_FUERTE;0.933;2.019;IE  TECNICA AGROPECUARIA TORO;SIMON BOLIVAR;10;4.57;-76.14;SI;NO;NO
241;276306000255;GINEBRA;I.E. INMACULADA CONCEPCION SEDE PERPETUO SOCORRO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
242;276306000492;GINEBRA;I.E. MANUELA BELTRAN SEDE CANAIMA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
243;276606000010;RESTREPO;I.E. JOSE ACEVEDO Y GOMEZ SEDE FRANCISCO JOSE DE CALDAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.932;;;;0;;;NO;NO;NO
244;276606000273;RESTREPO;I.E. JOSE ACEVEDO Y GOMEZ  SEDE ATANASIO GIRARDOT;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
245;276306000590;GINEBRA;I.E. IDEBIC SEDE ALFONSO LOPEZ PUMAREJO;NO;SIN_COINCIDENCIA_FUERTE;0.556;;;;0;;;NO;NO;NO
246;276306000182;GINEBRA;I.E. DE DESARROLLO RURAL LA SELVA SEDE GUILLERMO LEON VALENCIA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.94;2.019;IE DE DESARROLLO RURAL LA SELVA;GUILLERMO LEON VALENCIA;63;3.76;-76.21;SI;NO;NO
247;;YOTOCO;I.E. SAN JUAN BOSCO SEDE NUESTRA SEÑORA DE FATIMA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SAN JUAN BOSCO;SAN JUAN BOSCO;251;3.96;-76.41;SI;SI;NO
248;3176506309;DAGUA;I.E. CAMILO TORRES SEDE PRINCIPAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE CAMILO TORRES;CAMILO TORRES;466;3.76;-76.67;SI;SI;NO
249;;CALIMA;I.E. JOHN F. KENNEDY SEDE SANTA ANA;NO;SIN_CANDIDATOS_MUNICIPIO;;;;;0;;;NO;NO;NO
250;276563001858;PRADERA;I.E. MERCEDES ABREGO SEDE ANTONIA SANTOS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.98;2.019;I.E. MERCEDES ABREGO;ANTONIA SANTOS;8;3.41;-76.16;SI;NO;NO
251;276243000306;EL AGUILA;I.E SANTA MARTA SEDE SANTO TOMAS DE AQUINO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTA MARTA;SANTO TOMAS DE AQUINO;20;4.87;-76.05;SI;NO;NO
252;276054000052;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE BUENOS AIRES;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
253;276126000184;CALIMA;I.E. PABLO SEXTO SEDE ANTONIA SANTOS;NO;SIN_CANDIDATOS_MUNICIPIO;;;;;0;;;NO;NO;NO
254;276616000654;RIOFRIO;INSTITUCION EDUCATIVA ALFREDO GARRIDO TOVAR;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ALFREDO GARRIDO TOVAR;ALFREDO GARRIDO TOVAR;211;4.06;-76.35;SI;NO;NO
255;276736000402;SEVILLA;I.E. SANTA TERESITA SEDE RODRIGO DE BASTIDAS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTA TERESITA;SANTA TERESITA;98;4.22;-75.94;SI;NO;NO
256;;TRUJILLO;I.E. MANUEL MARIA MALLARINO SEDE SAN BERNARDO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
257;276863000110;VERSALLES;INSTITUCION EDUCATIVA LA INMACULADA SEDE MARCO FIDEL SUAREZ;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
258;276863000519;VERSALLES;IE CARLOS HOLGUIN SEDE GILBERTO ALZATE AVENDAÑO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.947;2.019;IE CARLOS HOLGUIN SARDI;GILBERTO ALZATE AVENDAÑO;8;4.65;-76.15;SI;NO;NO
259;276863000179;VERSALLES;I.E CARLOS HOLGUIN SARDI SEDE JORGE TADEO LOZANO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
260;276863000209;VERSALLES;I.E LA INMACULADA SEDE CRISTO REY;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
261;276306000212;GINEBRA;I.E. MANUELA BELTRAN SEDE NIÑO JESUS DE PRAGA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
262;276616000140;RIOFRIO;ESCUELA JOSE ACEVEDO Y GOMEZ N. 19;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE CAMILO TORRES;JOSÈ ACEVEDO Y GOMEZ;6;4.14;-76.4;SI;NO;NO
263;276828000123;TRUJILLO;INSTITUCION EDUCATIVA CRISTOBAL COLON;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE CRISTOBAL COLON;CRISTOBAL COLON;321;4.19;-76.32;SI;SI;NO
264;276828000123;TRUJILLO;INSTITUCION EDUCATIVA CRISTOBAL COLON (PRIMARIA);SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE CRISTOBAL COLON;CRISTOBAL COLON;321;4.19;-76.32;SI;SI;NO
265;276606000257;RESTREPO;I.E. TEODORO MUNERA HINCAPIE SEDE SAGRADO CORAZON DE JESUS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.98;2.019;I.E. TEODORO MUNERA HINCAPIE;SAGRADO CORAZON DE JESUS;9;3.82;-76.49;SI;NO;NO
266;276606000290;RESTREPO;I.E. JOSE ACEVEDO Y GOMEZ SEDE JOSE ACEVEDO Y GOMEZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JOSE ACEVEDO Y GOMEZ;JOSE ACEVEDO Y GOMEZ;164;0.0;0.0;NO;NO;NO
267;276828000174;TRUJILLO;INSTITUCION SAN ISIDRO N. 17;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SAN ISIDRO;SAN ISIDRO;147;4.21;-76.38;SI;NO;NO
268;276828000352;TRUJILLO;ESCUELA N. 37 ELOY HERNANDEZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE CRISTOBAL COLON;ELOY HERNANDEZ;9;4.22;-76.38;SI;SI;NO
269;276845000111;ULLOA;I.E MARIA INMACULADA SEDE ALFONSO LOPEZ PUMAREJO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.933;;;;0;;;NO;NO;NO
270;276845000188;ULLOA;I.E MARIA INMACULADA SEDE SANTA TERESITA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
271;276845000099;ULLOA;I.E MARIA INMACULADA SEDE LA SAGRADA FAMILIA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
272;;ULLOA;I.E LEOCADIO SALAZAR SEDE PRINCIPAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE LEOCADIO SALAZAR;LEOCADIO SALAZAR;372;4.7;-75.74;SI;SI;SI
273;176845000060;ULLOA;I.E LEOCADIO SALAZAR SEDE ANTONIO JOSÉ DE SUCRE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.932;;;;0;;;NO;NO;NO
274;176845000132;ULLOA;I.E LEOCADIO SALAZAR SEDE SANTA CECILIA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
275;276233000588;DAGUA;I.E. MIGUEL ANTONIO CARO SEDE MIGUEL ANTONIO CARO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE MIGUEL ANTONIO CARO;MIGUEL ANTONIO CARO;70;3.61;-76.71;SI;NO;NO
276;276250000184;EL DOVIO;I.E JOSE MARIA FALLA SEDE RICARDO MUÑOZ;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
277;;LA VICTORIA;I.E NUESTRA SEÑORA DE LA PAZ SEDE NUESTRA SEÑORA DE LA PAZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.945;2.019;IE NUESTRA SEÑORA DE LA PAZ;NUESTRA SEÑORA DE LA PAZ;65;4.51;-75.9;SI;SI;NO
278;276869000120;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE AYACUCHO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
279;276243000144;EL AGUILA;I.E EL AGUILA SEDE ANTONIO RICAURTE;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EL AGUILA;ANTONIO RICAURTE;7;4.92;-76.06;SI;NO;NO
280;276243000195;EL AGUILA;I.E SANTA MARTA SEDE JOSE ACEVEDO Y GOMEZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTA MARTA;JOSE ACEVEDO Y GOMEZ;8;4.86;-76.09;SI;NO;NO
281;276823000214;TORO;I.E TECNICO AGRICOLA TORO SEDE SALVADOR RODAS;NO;SIN_COINCIDENCIA_FUERTE;0.764;;;;0;;;NO;NO;NO
282;276126000109;CALIMA;I.E. SIMON BOLIVAR SEDE POLICARPA SALAVARRIETA;NO;SIN_CANDIDATOS_MUNICIPIO;;;;;0;;;NO;NO;NO
283;276126000222;CALIMA;I.E JOHN F KENNEDY SEDE NUESTRA SEÑORA DEL CARMEN;NO;SIN_CANDIDATOS_MUNICIPIO;;;;;0;;;NO;NO;NO
284;276863000039;VERSALLES;I.E LA INMACULADA SEDE SIMON BOLIVAR;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
285;276606000061;RESTREPO;I.E. TEODORO MUNERA HINCAPIE SEDE SAN PEDRO CLAVER;SI;COINCIDENCIA_NOMBRE_FUERTE;0.98;2.019;I.E. TEODORO MUNERA HINCAPIE;SAN PEDRO CLAVER;10;3.82;-76.47;SI;NO;NO
286;276828000468;TRUJILLO;ESCUELA N. 39 JUAN XXIII;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SAN ISIDRO;JUAN XXIII;43;4.24;-76.39;SI;NO;NO
287;276243000691;EL AGUILA;I.E SANTA MARTA SEDE JOSE HERNANDO DUARTE;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTA MARTA;JOSE HERNANDO DUARTE;15;4.88;-76.06;SI;NO;NO
288;276736000321;SEVILLA;I.E MARIA AUXILIADORA SEDE MARIA AUXILIADORA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE MARIA AUXILIADORA;MARIA AUXILIADORA;90;4.25;-75.89;SI;NO;NO
289;176243000026;EL AGUILA;I.E EL AGUILA  SEDE JOSE MARIA CORDOBA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
290;176243000093;EL AGUILA;IE EL AGUILA SEDE ANTONIA SANTOS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.98;2.019;IE EL AGUILA;ANTONIA SANTOS;127;4.91;-76.04;SI;NO;NO
291;176243000107;EL AGUILA;I.E EL AGUILA SEDE SIMON BOLIVAR;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EL AGUILA;SIMON BOLIVAR;80;4.91;-76.04;SI;NO;NO
292;276100000259;BOLIVAR;INSTITUCION EDUCATIVA PRIMAVERA;NO;SIN_COINCIDENCIA_FUERTE;0.444;;;;0;;;NO;NO;NO
293;176863000352;VERSALLES;I.E LA INMACULADA SEDE CAMILO TORRES;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
294;;CALIMA;I.E PABLO SEXTO SEDE PABLO SEXTO;NO;SIN_CANDIDATOS_MUNICIPIO;;;;;0;;;NO;NO;NO
295;276126000354;CALIMA;I.E. JOHN F. KENNEDY SEDE ANTONIO NARIÑO;NO;SIN_CANDIDATOS_MUNICIPIO;;;;;0;;;NO;NO;NO
296;276895000073;ZARZAL;ESCUELA REPUBLICA DE VENEZUELA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE LUIS GABRIEL UMAÑA MORALES;REPÚBLICA DE VENEZUELA;163;4.37;-75.95;SI;NO;NO
297;276233000120;DAGUA;I.E. EL PALMAR SEDE LAS DELICIAS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EL PALMAR;LAS DELICIAS;19;3.59;-76.78;SI;NO;NO
298;276248000410;EL CERRITO;I.E. HERNANDO BORRERO CUADROS SEDE MARIA LUISA DE LA ESPADA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.937;;;;0;;;NO;NO;NO
299;276736000763;SEVILLA;I.E. SANTA BARBARA SEDE NUESTRA SEÑORA DE FATIMA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.925;2.019;IE SANTA BARBARA;ESC NUESTRA SEÑORA DE FATIMA;11;0.0;0.0;NO;NO;NO
300;276670000031;SAN PEDRO;I.E. JULIO CAICEDO TELLEZ SEDE VICENTE H CRUZ;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
301;276122000244;CAICEDONIA;I.E. LA CONSOLITA SEDE NUESTRA SEÑORA DEL PERPETUO SOCORRO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.936;;;;0;;;NO;NO;NO
302;276126000133;CALIMA;I.E. JOHN F. KENNEDY SEDE JOHN F. KENNEDY;NO;SIN_CANDIDATOS_MUNICIPIO;;;;;0;;;NO;NO;NO
303;276126000338;CALIMA;C.E JOHN F. KENNEDY SEDE GENERAL SANTANDER;NO;SIN_CANDIDATOS_MUNICIPIO;;;;;0;;;NO;NO;NO
304;276100000861;BOLIVAR;ESCUELA NUESTRA SEÑORA DEL CARMEN N. 52;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
305;276122000180;CAICEDONIA;I.E RURAL CAICEDONIA SEDE SANTA TERESITA;NO;SIN_COINCIDENCIA_FUERTE;0.609;;;;0;;;NO;NO;NO
306;276275000243;FLORIDA;I.E. JOSE MARIA CORDOBA SEDE MARIA AUXILIADORA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
307;276616000549;RIOFRIO;ESCUELA MARIA AUXILIADORA N. 18;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE CAMILO TORRES;MARIA AUXILIADORA;18;4.16;-76.4;SI;NO;NO
308;276036000193;ANDALUCÍA;I.E. AGRICOLA CAMPOALEGRE SEDE SAN FRANCISCO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
309;276036000223;ANDALUCÍA;I.E AGRICOLA CAMPO ALEGRE SEDE JOSE ANTONIO ANZOATEGUI;SI;COINCIDENCIA_NOMBRE_FUERTE;0.931;2.019;IE AGRICOLA CAMPOALEGRE;JOSE ANTONIO ANZOATEGUI;39;4.08;-76.09;SI;NO;NO
310;276318000129;GUACARÍ;I.E. GENERAL SANTANDER SEDE MARCO FIDEL SUAREZ;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
311;476318000713;GUACARÍ;I.E. GENERAL SANTANDER SEDE CLIMACO LENIS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
312;276318000081;GUACARÍ;I.E. GENERAL SANTANDER SEDE VIRGEN DE FATIMA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
313;276563000045;PRADERA;I.E. MERCEDES ABREGO SEDE PRINCIPAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.972;2.019;I.E. MERCEDES ABREGO;I.E. MERCEDES ABREGO - SEDE PRINCIPAL;28;3.45;-76.14;SI;SI;NO
314;276606000338;RESTREPO;I.E. JOSE ACEVEDO Y GOMEZ SEDE GUILLERMO LEON VALENCIA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.931;;;;0;;;NO;NO;NO
315;276497000021;OBANDO;I.E MARIA ANALIA ORTIZ  HORMAZA SEDE PEDRO JOSE MURGUEITIO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.944;;;;0;;;NO;NO;NO
316;276233000308;DAGUA;I.E. EL PALMAR SEDE FRANCISCO DE PAULA SANTANDER;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EL PALMAR;FRANCISCO DE PAULA SANTANDER;83;3.58;-76.62;SI;NO;NO
317;176622000068;ROLDANILLO;IE BELISARIO PEÑA PIÑEIRO SEDE BELISARIO PEÑA PIÑEIRO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.98;2.019;IE BELISARIO PEÑA PIÑEIRO;BELISARIO PEÑA PIÑEIRO;854;4.41;-76.15;SI;NO;NO
318;276622000186;ROLDANILLO;I.E BELISARIO PEÑA PIÑEIRO SEDE SANTA LUCIA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
319;276622000321;ROLDANILLO;I.E BELISARIO PEÑA PIÑEIRO SEDE SAN ISIDRO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
320;276246000382;EL CAIRO;I.E LA PRESENTACION SEDE FRANCISCO ANTONIO ZEA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
321;276122000872;CAICEDONIA;I.E. LA CONSOLITA  SEDE LA CONSOLITA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE LA CONSOLITA;LA CONSOLITA;152;0.0;0.0;NO;NO;NO
322;276041000363;ANSERMANUEVO;I.E SANTA INES SEDE PRIMARIA BLOQUE 3;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTA INES;SANTA INES;174;4.86;-76.0;SI;NO;NO
323;276828000298;TRUJILLO;ESCUELA N. 32 MARCO FIDEL SUAREZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE MANUEL MARIA MALLARINO;MARCO FIDEL SUAREZ;15;4.26;-76.3;SI;NO;NO
324;276100000151;BOLIVAR;ESCUELA VEINTE DE JULIO N. 25;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE LA TULIA;VEINTE DE JULIO;20;4.38;-76.23;SI;NO;NO
325;276616000271;RIOFRIO;ESCUELA N. 12 LA CARMELITA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ALFREDO GARRIDO TOVAR;LA CARMELITA;83;4.06;-76.33;SI;NO;NO
326;276616000131;RIOFRIO;CENTRO EDUCATIVO CENT DOC N. 20 ROSA ZARATE DE PEÑA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE CAMILO TORRES;ROSA ZARATE DE PEÑA;18;4.11;-76.39;SI;NO;NO
327;276250000397;EL DOVIO;I.E ACERG SEDE JACINTO SANCHEZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ACERG;JACINTO SANCHEZ;12;4.53;-76.29;SI;NO;NO
328;176041000709;ANSERMANUEVO;I.E SANTA ANA DE LOS CABALLEROS SEDE ANTONIO JOSE DE SUCRE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.945;;;;0;;;NO;NO;NO
329;276736001026;SEVILLA;I.E. HERACLIO URIBE URIBE SEDE EL RECREO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
330;276736000488;SEVILLA;I.E. JORGE ELIECER GAITAN SEDE JORGE ELIECER GAITAN;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JORGE ELIECER GAITAN;JORGE ELIECER GAITAN;38;4.36;-75.93;SI;NO;NO
331;276736000411;SEVILLA;IE JORGE ELIECER GAITAN SEDE SANTA CATALINA (D.I);NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;;;;0;;;NO;NO;NO
332;276248000363;EL CERRITO;I.E. SANTA ELENA SEDE PRINCIPAL;NO;SIN_COINCIDENCIA_FUERTE;0.795;;;;0;;;NO;NO;NO
333;276248000380;EL CERRITO;I.E. SANTA ELENA SEDE RAFAEL URIBE URIBE;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTA ELENA;RAFAEL URIBE URIBE;16;3.67;-76.25;SI;NO;NO
334;276248000304;EL CERRITO;I.E. SANTA ELENA SEDE GREGORIA BENAVIDES;NO;SIN_COINCIDENCIA_FUERTE;0.796;;;;0;;;NO;NO;NO
335;276248000061;EL CERRITO;I.E. JORGE ISAACS EL PLACER SEDE FRANCISCO DE PAULA SANTANDER;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.939;;;;0;;;NO;NO;NO
336;176248000024;EL CERRITO;I.E. SANTA ELENA SEDE JORGE ISAACS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
337;276100000194;BOLIVAR;ESCUELA ROSA ZARATE DE PEÑA N. 22;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE PRIMAVERA;ROSA ZARATE DE PEÑA;8;4.33;-76.29;SI;NO;NO
338;276041000088;ANSERMANUEVO;I.E JORGE ISAACS SEDE CARTAGENA DE INDIAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
339;276736000313;SEVILLA;I.E SANTA TERESITA SEDE COLOMBIA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
340;276736001425;SEVILLA;I.E. SANTA TERESITA SEDE GENERAL SANTANDER;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
341;276736000305;SEVILLA;IE SANTA TERESITA SEDE MERCEDES ABREGO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;;;;0;;;NO;NO;NO
342;276863000071;VERSALLES;I.E LA INMACULADA SEDE SAN JUAN BAUTISTA DE LA SALLE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.939;;;;0;;;NO;NO;NO
