ID_SEDE_IRCA;COD_DANE;MUNICIPIO;NOMBRE_SEDE_IRCA;NIVEL_RIESGO_IRCA;ESTUDIANTES_IRCAS;ESTUDIANTES_SEDESUESVALLE;ESTUDIANTES_MEN_REFERENCIA;ESTUDIANTES_ACTUAL_FINAL;FUENTE_MATRICULA_FINAL;ESTADO_COMPLEMENTO_MATRICULA;REQUIERE_VALIDACION_MATRICULA;MEN_METODO_CRUCE;MEN_SCORE_CRUCE
185;276243000322;EL AGUILA;I.E EL AGUILA SEDE SANTA ANA;ALTO;10;6;4;10;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
186;276606000541;RESTREPO;I.E. TEODORO MUNERA HINCAPIE SEDE TEODORO MUNERA HINCAPIE;INVIABLE SANITARIAMENTE;99;86;0;99;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.818
187;276250000206;EL DOVIO;I.E JOSE MARIA FALLA SEDE JUAN BAUTISTA;INVIABLE SANITARIAMENTE;6;6;0;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
188;276616000123;RIOFRIO;ESCUELA ANTONIA SANTOS N. 22;INVIABLE SANITARIAMENTE;9;10;12;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
189;276243000454;EL AGUILA;I.E SANTA MARTA SEDE SANTA TERESITA;ALTO;14;16;18;14;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
190;276246000137;EL CAIRO;I.E LA PRESENTACION SEDE ROSA ZARATA DE PEÑA;SIN RIESGO;12;12;236;12;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
191;276233000197;DAGUA;I.E. BORRERO AYERBE SEDE MANUEL MURILLO TORO;SIN RIESGO;34;34;52;34;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
192;276306000204;GINEBRA;I.E. INMACULADA CONCEPCION SEDE SAN JUDAS TADEO;ALTO;9;9;0;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
193;276869000308;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE PUEBLO NUEVO;SIN RIESGO;9;10;0;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
194;276869000197;VIJES;I.E. 20 DE JULIO SEDE CAMILO TORRES;ALTO;0;2;4;2;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
195;276126000036;CALIMA;I.E. SIMON BOLIVAR SEDE NUESTRA SEÑORA DE FATIMA;INVIABLE SANITARIAMENTE;23;23;0;23;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_CANDIDATOS_MUNICIPIO;
196;276563000461;PRADERA;I.E. MARCO FIDEL SUAREZ SEDE ATANASIO GIRARDOT;ALTO;18;17;0;18;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
197;276563000193;PRADERA;I.E. MARCO FIDEL SUAREZ SEDE FRANCISCO DE PAULA SANTANDER;ALTO;5;0;41;5;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
198;;EL AGUILA;I.E SANTA MARTA SEDESEDE PRINCIPAL;SIN DATO;97;0;0;97;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.678
199;276100000127;BOLIVAR;ESCUELA LA MARIA N. 29;INVIABLE SANITARIAMENTE;4;4;20;4;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
200;176243000026;EL AGUILA;I.E SANTA MARTA SEDE JOSE MARIA CORDOBA;ALTO;23;210;0;23;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
201;276736000160;SEVILLA;I.E. HERACLIO URIBE URIBE SEDE SANTA INES;ALTO;6;10;0;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
202;276306000271;GINEBRA;I.E. DE DESARROLLO RURAL LA SELVA SEDE ANTONIO JOSE DE SUCRE;ALTO;5;5;16;5;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.938
203;276563000169;PRADERA;I.E. MARCO FIDEL SUAREZ SEDE BLASS DE LESSO;SIN RIESGO;0;24;0;24;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
204;276563000541;PRADERA;I.E. MERCEDES ABREGO SEDE SIMBAD ARTURO BUENO;SIN RIESGO;8;13;24;8;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.98
205;;VERSALLES;I.E CARLOS HOLGUIN SARDI SEDE PRINCIPAL BLOQUE 1;SIN RIESGO;67;0;189;67;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
206;;VERSALLES;I.E CARLOS HOLGUIN SARDI SEDE PRINCIPAL BLOQUE 3;SIN RIESGO;51;0;189;51;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
207;276497000349;OBANDO;I.E POLICARPA SALAVARRIETA SEDE ISIDORO PAOLI;SIN DATO;16;16;0;16;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
208;276243000225;EL AGUILA;I.E SANTA MARTA SEDE SANTA CECILIA;ALTO;12;11;12;12;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
209;276233000405;DAGUA;I.E. EL QUEREMAL SEDE PIO XII;INVIABLE SANITARIAMENTE;29;29;34;29;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
210;276400000137;LA UNION;I.E QUEBRADAGRANDE SEDE RICARDO NIETO;INVIABLE SANITARIAMENTE;10;10;6;10;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
211;276400000706;LA UNION;I.E QUEBRADAGRANDE  SEDE JESUS OSIAS QUINTERO;INVIABLE SANITARIAMENTE;12;12;19;12;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
212;;LA UNION;IE QUEBRADAGRANDE SEDE PRINCIPAL;INVIABLE SANITARIAMENTE;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SIN_COINCIDENCIA_FUERTE;0.687
213;276400000111;LA UNION;IE  QUEBRADAGRANDE SEDE JOSE ACEVEDO GOMEZ;INVIABLE SANITARIAMENTE;37;37;0;37;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;POSIBLE_COINCIDENCIA_REVISAR;0.889
214;276400000102;LA UNION;I.E QUEBRADAGRANDE SEDE MERCEDES ABREGON;INVIABLE SANITARIAMENTE;16;16;18;16;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
215;276400000129;LA UNION;I.E QUEBRADAGRANDE SEDE ANTONIO JOSE DE SUCRE;INVIABLE SANITARIAMENTE;5;5;14;5;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
216;276400000285;LA UNION;I.E QUEBRADAGRANDE  SEDE TULIO RAMIREZ;INVIABLE SANITARIAMENTE;5;5;4;5;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
217;;LA UNION;I.E SAN JOSE SEDE SANTA CLARA;MEDIO;90;0;0;90;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
218;;LA UNION;I.E QUEBRADAGRANDE BELISARIO CAICEDO;MEDIO;79;0;31;79;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.986
219;;SEVILLA;I.E. SANTA BARBARA SEDE GENERAL SANTANDER QUEBRADA NUEVA;SIN RIESGO;47;0;0;47;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
220;276275001452;FLORIDA;I.E. JOSE MARIA CORDOBA SEDE EL TAMBORAL;SIN RIESGO;14;7;0;14;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
221;276275000189;FLORIDA;I.E. JOSE MARIA CORDOBA SEDE CARTAGENA DE INDIAS;SIN RIESGO;5;7;0;5;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
222;;EL DOVIO;I.E ACERG SEDE JUAN SALVADOR GAVIOTA;ALTO;75;0;96;75;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
223;276828000778;TRUJILLO;ESCUELA FEDICIO NAVARRETE N. 11;MEDIO;14;13;21;14;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
224;276828000158;TRUJILLO;CENTRO EDUCATIVO CENT DOC CAMILO TORRES N. 14;INVIABLE SANITARIAMENTE;7;9;44;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
225;276670000082;SAN PEDRO;I.E. JOSE ANTONIO AGUILERA SEDE ALEJANDRO HENAO;SIN RIESGO;0;18;0;18;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
226;276670000180;SAN PEDRO;I.E. MIGUEL ANTONIO CARO SEDE GABRIELA MISTRAL;SIN RIESGO;168;70;230;168;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
227;176670000070;SAN PEDRO;I.E. JOSE ANTONIO AGUILERA - SEDE RAFAEL URIBE URIBE;SIN RIESGO;0;218;0;218;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
228;176670000258;SAN PEDRO;I.E. JOSE ANTONIO AGUILERA - SEDE LEONARDO TASCON;SIN RIESGO;0;236;0;236;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
229;276670000121;SAN PEDRO;I.E. JOSE ANTONIO AGUILERA SEDE SAN JUDAS TADEO;SIN RIESGO;33;43;0;33;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
230;176670000240;SAN PEDRO;I.E. JOSE ANTONIO AGUILERA SEDE JOSE ANTONIO AGUILERA;SIN RIESGO;0;207;756;207;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
231;276670000457;SAN PEDRO;I.E. MIGUEL ANTONIO CARO SEDE FRANCISCO JOSE DE CALDAS;SIN RIESGO;72;53;91;72;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.931
232;276670000228;SAN PEDRO;I.E. JOSE ANTONIO AGUILERA SEDE CRISTO REY;SIN RIESGO;0;22;0;22;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
233;;SAN PEDRO;I.E. MIGUEL ANTONIO CARO SEDE MIGUEL ANTONIO CARO PRINCIPAL;SIN RIESGO;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SIN_COINCIDENCIA_FUERTE;0.571
234;276670000198;SAN PEDRO;I.E. MIGUEL ANTONIO CARO SEDE GENERAL SANTANDER;SIN RIESGO;0;50;72;50;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
235;276670000180;SAN PEDRO;I.E. MIGUEL ANTONIO CARO SEDE GABRIELA MISTRAL;SIN RIESGO;168;70;230;168;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
236;176670000070;SAN PEDRO;I.E. JOSE ANTONIO AGUILERA - SEDE RAFAEL URIBE URIBE;SIN RIESGO;0;218;0;218;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
237;;CALIMA;I.E. PABLO SEXTO SEDE SAN ALBERTO MURGUEITIO;INVIABLE SANITARIAMENTE;11;0;0;11;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_CANDIDATOS_MUNICIPIO;
238;276126000044;CALIMA;I.E. PABLO SEXTO SEDE SANTA TERESITA;INVIABLE SANITARIAMENTE;7;7;0;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_CANDIDATOS_MUNICIPIO;
239;276890000091;YOTOCO;I.E. GABRIELA MISTRAL SEDE GABRIELA MISTRAL;INVIABLE SANITARIAMENTE;85;106;331;85;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
240;276823000257;TORO;I.E TECNICA AGROPECUARIA TORO SEDE SIMON BOLIVAR;SIN DATO;7;7;10;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.933
241;276306000255;GINEBRA;I.E. INMACULADA CONCEPCION SEDE PERPETUO SOCORRO;MEDIO;15;15;0;15;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
242;276306000492;GINEBRA;I.E. MANUELA BELTRAN SEDE CANAIMA;INVIABLE SANITARIAMENTE;16;16;0;16;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
243;276606000010;RESTREPO;I.E. JOSE ACEVEDO Y GOMEZ SEDE FRANCISCO JOSE DE CALDAS;MEDIO;16;18;0;16;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.932
244;276606000273;RESTREPO;I.E. JOSE ACEVEDO Y GOMEZ  SEDE ATANASIO GIRARDOT;ALTO;10;5;0;10;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
245;276306000590;GINEBRA;I.E. IDEBIC SEDE ALFONSO LOPEZ PUMAREJO;SIN RIESGO;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SIN_COINCIDENCIA_FUERTE;0.556
246;276306000182;GINEBRA;I.E. DE DESARROLLO RURAL LA SELVA SEDE GUILLERMO LEON VALENCIA;ALTO;5;5;63;5;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.94
247;;YOTOCO;I.E. SAN JUAN BOSCO SEDE NUESTRA SEÑORA DE FATIMA;INVIABLE SANITARIAMENTE;10;0;251;10;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
248;3176506309;DAGUA;I.E. CAMILO TORRES SEDE PRINCIPAL;SIN RIESGO;374;0;466;374;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
249;;CALIMA;I.E. JOHN F. KENNEDY SEDE SANTA ANA;SIN RIESGO;9;0;0;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_CANDIDATOS_MUNICIPIO;
250;276563001858;PRADERA;I.E. MERCEDES ABREGO SEDE ANTONIA SANTOS;ALTO;5;4;8;5;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.98
251;276243000306;EL AGUILA;I.E SANTA MARTA SEDE SANTO TOMAS DE AQUINO;INVIABLE SANITARIAMENTE;7;4;20;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
252;276054000052;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE BUENOS AIRES;SIN RIESGO;6;6;0;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
253;276126000184;CALIMA;I.E. PABLO SEXTO SEDE ANTONIA SANTOS;INVIABLE SANITARIAMENTE;9;9;0;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_CANDIDATOS_MUNICIPIO;
254;276616000654;RIOFRIO;INSTITUCION EDUCATIVA ALFREDO GARRIDO TOVAR;ALTO;0;193;211;193;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
255;276736000402;SEVILLA;I.E. SANTA TERESITA SEDE RODRIGO DE BASTIDAS;ALTO;5;8;98;5;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
256;;TRUJILLO;I.E. MANUEL MARIA MALLARINO SEDE SAN BERNARDO;ALTO;0;4;0;4;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
257;276863000110;VERSALLES;INSTITUCION EDUCATIVA LA INMACULADA SEDE MARCO FIDEL SUAREZ;SIN RIESGO;7;7;0;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
258;276863000519;VERSALLES;IE CARLOS HOLGUIN SEDE GILBERTO ALZATE AVENDAÑO;INVIABLE SANITARIAMENTE;8;8;8;8;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.947
259;276863000179;VERSALLES;I.E CARLOS HOLGUIN SARDI SEDE JORGE TADEO LOZANO;INVIABLE SANITARIAMENTE;11;11;0;11;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
260;276863000209;VERSALLES;I.E LA INMACULADA SEDE CRISTO REY;INVIABLE SANITARIAMENTE;1;1;0;1;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
261;276306000212;GINEBRA;I.E. MANUELA BELTRAN SEDE NIÑO JESUS DE PRAGA;MEDIO;20;20;0;20;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
262;276616000140;RIOFRIO;ESCUELA JOSE ACEVEDO Y GOMEZ N. 19;INVIABLE SANITARIAMENTE;7;7;6;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
263;276828000123;TRUJILLO;INSTITUCION EDUCATIVA CRISTOBAL COLON;SIN RIESGO;157;0;321;157;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
264;276828000123;TRUJILLO;INSTITUCION EDUCATIVA CRISTOBAL COLON (PRIMARIA);SIN RIESGO;84;0;321;84;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
265;276606000257;RESTREPO;I.E. TEODORO MUNERA HINCAPIE SEDE SAGRADO CORAZON DE JESUS;ALTO;7;7;9;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.98
266;276606000290;RESTREPO;I.E. JOSE ACEVEDO Y GOMEZ SEDE JOSE ACEVEDO Y GOMEZ;INVIABLE SANITARIAMENTE;263;266;164;263;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
267;276828000174;TRUJILLO;INSTITUCION SAN ISIDRO N. 17;SIN RIESGO;104;103;147;104;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
268;276828000352;TRUJILLO;ESCUELA N. 37 ELOY HERNANDEZ;SIN DATO;12;0;9;12;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
269;276845000111;ULLOA;I.E MARIA INMACULADA SEDE ALFONSO LOPEZ PUMAREJO;ALTO;7;7;0;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.933
270;276845000188;ULLOA;I.E MARIA INMACULADA SEDE SANTA TERESITA;ALTO;18;18;0;18;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
271;276845000099;ULLOA;I.E MARIA INMACULADA SEDE LA SAGRADA FAMILIA;ALTO;7;7;0;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
272;;ULLOA;I.E LEOCADIO SALAZAR SEDE PRINCIPAL;SIN RIESGO;0;0;372;372;MEN_SEDES_2019;COMPLEMENTADA_CON_MEN_REFERENCIA_HISTORICA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93
273;176845000060;ULLOA;I.E LEOCADIO SALAZAR SEDE ANTONIO JOSÉ DE SUCRE;SIN RIESGO;129;129;0;129;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.932
274;176845000132;ULLOA;I.E LEOCADIO SALAZAR SEDE SANTA CECILIA;SIN RIESGO;92;92;0;92;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
275;276233000588;DAGUA;I.E. MIGUEL ANTONIO CARO SEDE MIGUEL ANTONIO CARO;ALTO;68;68;70;68;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
276;276250000184;EL DOVIO;I.E JOSE MARIA FALLA SEDE RICARDO MUÑOZ;SIN RIESGO;9;9;0;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
277;;LA VICTORIA;I.E NUESTRA SEÑORA DE LA PAZ SEDE NUESTRA SEÑORA DE LA PAZ;MEDIO;19;0;65;19;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.945
278;276869000120;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE AYACUCHO;ALTO;16;17;0;16;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
279;276243000144;EL AGUILA;I.E EL AGUILA SEDE ANTONIO RICAURTE;SIN DATO;7;15;7;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
280;276243000195;EL AGUILA;I.E SANTA MARTA SEDE JOSE ACEVEDO Y GOMEZ;SIN DATO;5;7;8;5;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
281;276823000214;TORO;I.E TECNICO AGRICOLA TORO SEDE SALVADOR RODAS;INVIABLE SANITARIAMENTE;8;8;0;8;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.764
282;276126000109;CALIMA;I.E. SIMON BOLIVAR SEDE POLICARPA SALAVARRIETA;ALTO;112;12;0;112;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_CANDIDATOS_MUNICIPIO;
