codigo_dane_fuente,municipio,aro_uesvalle,tipo_fuente,componente,clasificacion,texto_publico,estado_publicacion,contiene_datos_personales,fila_fuente,columna_fuente
76020,Alcalá,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Gas,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,6,HE-HL
76020,Alcalá,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Gas,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,6,HE-HL
76036,Andalucía,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,AFECTACIÓN REPORTADA,"Se presentaron daños menores en algunas estructuras y se registró la interrupción del servicio de abastecimiento de agua en la zona urbana, debido a la falta de suministro de energía eléctrica.",PUBLICABLE,NO,7,FQ-FX
76036,Andalucía,ARO Centro - Tuluá,PERSPECTIVA DE RECUPERACIÓN,Acueducto,PERSPECTIVA / SEGUIMIENTO,"Hoy 11/08/2026 el sistema se encuentra operando con normalidad, sin afectaciones en la infraestructura. ",PUBLICABLE,NO,7,FQ-FX
76036,Andalucía,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,7,FY-GF
76036,Andalucía,ARO Centro - Tuluá,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,7,FY-GF
76036,Andalucía,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Saneamiento básico,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,7,GG-GN
76036,Andalucía,ARO Centro - Tuluá,PERSPECTIVA DE RECUPERACIÓN,Saneamiento básico,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,7,GG-GN
76036,Andalucía,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,MANEJO EXTRAORDINARIO DE RCD / RESIDUOS,"La recolección de los residuos de construcción y demolición (RCD) se está realizando con apoyo de la Administración Municipal. Los residuos recolectados están siendo trasladados temporalmente a lotes baldíos o predios municipales, debido a las afectaciones o limitaciones en la disposición habitual.
",PUBLICABLE,NO,7,GO-GV
76036,Andalucía,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Energía eléctrica,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,7,GW-HD
76036,Andalucía,ARO Centro - Tuluá,PERSPECTIVA DE RECUPERACIÓN,Energía eléctrica,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,7,GW-HD
76036,Andalucía,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Gas,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,7,HE-HL
76036,Andalucía,ARO Centro - Tuluá,PERSPECTIVA DE RECUPERACIÓN,Gas,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,7,HE-HL
76041,Ansermanuevo,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,AFECTACIÓN REPORTADA,"PTAP urbana, con daños significativos en edificacion que alberga a operarios, pero sin afectaciones al personal y al suministro del servicio de acueducto",PUBLICABLE,NO,8,FQ-FX
76041,Ansermanuevo,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Acueducto,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,8,FQ-FX
76041,Ansermanuevo,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,8,FY-GF
76041,Ansermanuevo,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,8,FY-GF
76041,Ansermanuevo,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Saneamiento básico,AFECTACIÓN REPORTADA,"La PTAP de Acuavalle continúa prestando el servicio de acueducto sin afectaciones reportadas en el suministro. Se recomienda realizar seguimiento a los daños presentados en la infraestructura de la planta, especialmente en la edificación destinada a los operarios, con el fin de garantizar condiciones adecuadas de seguridad y operación.
",PUBLICABLE,NO,8,GG-GN
76041,Ansermanuevo,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Saneamiento básico,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,8,GG-GN
76041,Ansermanuevo,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,MANEJO EXTRAORDINARIO DE RCD / RESIDUOS,"La recolección de los residuos de construcción y demolición (RCD) se está realizando con apoyo de la Administración Municipal. Los residuos recolectados están siendo trasladados temporalmente a lotes baldíos o predios municipales, debido a las afectaciones o limitaciones en la disposición habitual.
",PUBLICABLE,NO,8,GO-GV
76041,Ansermanuevo,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Energía eléctrica,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,8,GW-HD
76041,Ansermanuevo,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Energía eléctrica,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,8,GW-HD
76041,Ansermanuevo,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Gas,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,8,HE-HL
76041,Ansermanuevo,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Gas,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,8,HE-HL
76054,Argelia,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,PENDIENTE / SIN INFORMACIÓN,"Para el acueducto se realiza contacto, no se tiene información hasta el momento.

Los daños reportados fueron resueltos de inmediato
""Actualizacion de información al 13/08""
-Prestacion del servicio normalizado.",PUBLICABLE,NO,9,FQ-FX
76054,Argelia,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Acueducto,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,9,FQ-FX
76054,Argelia,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,9,FY-GF
76054,Argelia,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,9,FY-GF
76054,Argelia,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,MANEJO EXTRAORDINARIO DE RCD / RESIDUOS,"La recolección de los residuos de construcción y demolición (RCD) se está realizando con apoyo de la Administración Municipal. Los residuos recolectados están siendo trasladados temporalmente a lotes baldíos o predios municipales, debido a las afectaciones o limitaciones en la disposición habitual.
",PUBLICABLE,NO,9,GO-GV
76054,Argelia,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Energía eléctrica,RECUPERADO / OPERATIVO,"No hay energía electrica en ningún punto del munipio. Estado crítico la evaluación del daño.

Al no haber energía no hay funcionamiento de las máquinas de gasolina

""Actualizaciòn 13/08""
Se restableció el suministro eléctrico",PUBLICABLE,NO,9,GW-HD
76054,Argelia,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Energía eléctrica,PERSPECTIVA / SEGUIMIENTO,Evaluación e identificación del daño,PUBLICABLE,NO,9,GW-HD
76054,Argelia,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Gas,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,9,HE-HL
76054,Argelia,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Gas,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,9,HE-HL
76100,Bolívar,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,AFECTACIÓN REPORTADA,"Por daños en Sara BRUT a la planta solo ingresan 19 L/s dificultando el acceso al servicio, el cual de momento es intermiitente ",PUBLICABLE,NO,10,FQ-FX
76100,Bolívar,ARO Centro - Tuluá,PERSPECTIVA DE RECUPERACIÓN,Acueducto,PERSPECTIVA / SEGUIMIENTO,Se estima que mañana en la noche entre en normal funcionamiento,PUBLICABLE,NO,10,FQ-FX
76100,Bolívar,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,10,FY-GF
76100,Bolívar,ARO Centro - Tuluá,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,10,FY-GF
76100,Bolívar,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Saneamiento básico,AFECTACIÓN REPORTADA,Afectaciones en infraestructura habitacional. diicultades en prestación de servicios públicos. Ausencia o intermitencia del suministro de agua potable,PUBLICABLE,NO,10,GG-GN
76100,Bolívar,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,MANEJO EXTRAORDINARIO DE RCD / RESIDUOS,"La recolección de los residuos de construcción y demolición (RCD) se está realizando con apoyo de la Administración Municipal. Los residuos recolectados están siendo trasladados temporalmente a lotes baldíos o predios municipales, debido a las afectaciones o limitaciones en la disposición habitual.
",PUBLICABLE,NO,10,GO-GV
76109,Buenaventura,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,11,FQ-FX
76109,Buenaventura,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Acueducto,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,11,FQ-FX
76109,Buenaventura,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,11,FY-GF
76109,Buenaventura,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,11,FY-GF
76109,Buenaventura,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,MANEJO EXTRAORDINARIO DE RCD / RESIDUOS,"La recolección de los residuos de construcción y demolición (RCD) se está realizando con apoyo de la Administración Municipal. Los residuos recolectados están siendo trasladados temporalmente a lotes baldíos o predios municipales, debido a las afectaciones o limitaciones en la disposición habitual.
",PUBLICABLE,NO,11,GO-GV
76109,Buenaventura,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Energía eléctrica,RECUPERACIÓN / RESTABLECIMIENTO,"Se reestableció 11 de agosto.
Algunos barrios persiste",PUBLICABLE,NO,11,GW-HD
76109,Buenaventura,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Gas,PERSPECTIVA / SEGUIMIENTO,Vehículo que envíe gas,PUBLICABLE,NO,11,HE-HL
76111,Guadalajara de Buga,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,RECUPERADO / OPERATIVO,"""Actualizaciòn 13/08""
-  Prestación del servicio normalizado",PUBLICABLE,NO,12,FQ-FX
76111,Guadalajara de Buga,ARO Centro - Tuluá,PERSPECTIVA DE RECUPERACIÓN,Acueducto,RECUPERACIÓN / RESTABLECIMIENTO,"""Actualizaciòn 13/08""
- Reparaciones en canal de aducción. Prestación del servicio normalizado",PUBLICABLE,NO,12,FQ-FX
76111,Guadalajara de Buga,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"EN ZONAS URBANAS:
* CANAL DE ADUCCIÓN GRIETAS EN DOS PUNTOS
* INESTABILIDAD TALUD VIADUCTO SUR
* DAÑO TECHO ALMACÉN SEDE TANQUES ANTIGUOS 
*  INESTABILIDAD TALUD VIADUCTO AGUA CRUDA 
(BRISAS)
* FISURAS EN TANQUES DE ALMACENAMIENTO DE AGUA 
POTABLE

ZONAS RURALES:
*TANQUE ALMACENAMIENTO CHAMBIMBAL (SAN 
ANTONIO) PENDIENTE VISITA SEC OBRAS
*  FISURA MURO DE CONTENCIÓN CANAL DE 
ADUCCIÓN (CERCA A VILLA DEL RÍO)
""Actualizaciòn 13/08""
Sistemas conducción de de residuos líquidos 
EN ZONAS URBANAS:
-Aguas servidas por sistemas de alcantarillado operando normal
ZONAS RURALES:
-No hay informacion de vertimiento a cielo abierto.
PTAR
-Prestaciòn del servicio normalizado.",PUBLICABLE,NO,12,FY-GF
76111,Guadalajara de Buga,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Saneamiento básico,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,12,GG-GN
76111,Guadalajara de Buga,ARO Centro - Tuluá,PERSPECTIVA DE RECUPERACIÓN,Saneamiento básico,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,12,GG-GN
76111,Guadalajara de Buga,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,MANEJO EXTRAORDINARIO DE RCD / RESIDUOS,"La recolección de los residuos de construcción y demolición (RCD) se está realizando con apoyo de la Administración Municipal. Los residuos recolectados están siendo trasladados temporalmente a lotes baldíos o predios municipales, debido a las afectaciones o limitaciones en la disposición habitual.
""Actualizaciòn 13/08""
El relleno sanitario se ubica en el Municipio de San Pedro:
- No se tienen novedades informadas
- Operaciòn con Normalidad en el relleno.
Recolecciòn de residuos solidos (zona urbano):
- Rutas de recoleccion operando normalmente urbanas y rurales.",PUBLICABLE,NO,12,GO-GV
76113,Bugalagrande,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,RECUPERADO / OPERATIVO,"URBANO: Se presentaron daños menores en algunas estructuras y se registró la interrupción del servicio de abastecimiento de agua en la zona urbana, debido a la falta de suministro de energía eléctrica. 

RURAL: 
Acueducto Ceilan, reporta operación normal. Sin afectación en infraestructura.
Acueductos El Guayabo y San Antonio, no reportan daños en infraestructura. Suspensión temporal por fluido eléctrico. 
Acueducto Mestizal. Se presentó afectación de la infraestructura de soporte del tanque. Por lo cual no hay servicio continuo. Al parecer las afectaciones comprometen la estabilidad de la estructura. ",PUBLICABLE,NO,13,FQ-FX
76113,Bugalagrande,ARO Centro - Tuluá,PERSPECTIVA DE RECUPERACIÓN,Acueducto,RECUPERACIÓN / RESTABLECIMIENTO,"URBANO: Hoy 11/08/2026 el sistema se encuentra operando con normalidad, sin afectaciones en la infraestructura.

RURAL: Hoy 11/08/2025 los acueductos de El Guayabo y San Antonio, se restableció el servicio.
En el acueducto Mestizal, se está prestando servicio durante 1 hora al día. Sin generar peso al tanque.",PUBLICABLE,NO,13,FQ-FX
76113,Bugalagrande,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,13,FY-GF
76113,Bugalagrande,ARO Centro - Tuluá,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,13,FY-GF
76113,Bugalagrande,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,MANEJO EXTRAORDINARIO DE RCD / RESIDUOS,"La recolección de los residuos de construcción y demolición (RCD) se está realizando con apoyo de la Administración Municipal. Los residuos recolectados están siendo trasladados temporalmente a lotes baldíos o predios municipales, debido a las afectaciones o limitaciones en la disposición habitual.
",PUBLICABLE,NO,13,GO-GV
76113,Bugalagrande,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Energía eléctrica,INFORMACIÓN PARCIAL / REVISAR,sin fluido electrico desde ayer en el barrio pablo sexto,PUBLICABLE,NO,13,GW-HD
76122,Caicedonia,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,INFORMACIÓN PARCIAL / REVISAR,FUNCIONAN INTERMITENTES POR QUE NO HAY FLUIDO ELECTRICO ,PUBLICABLE,NO,14,FQ-FX
76122,Caicedonia,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,14,FY-GF
76122,Caicedonia,ARO Centro - Tuluá,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,14,FY-GF
76122,Caicedonia,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,AFECTACIÓN REPORTADA,"se está realizando la recolección de basuras pero la vía para la deposición  final ubicada en el departamento del Quindio está cerrada por daños en puente
",PUBLICABLE,NO,14,GO-GV
76122,Caicedonia,ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Energía eléctrica,AFECTACIÓN REPORTADA,Afectaciones en postes y cableado eléctrico.,PUBLICABLE,NO,14,GW-HD
76126,Calima (El Darién),ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,INFORMACIÓN PARCIAL / REVISAR,funcionando,PUBLICABLE,NO,15,FQ-FX
76126,Calima (El Darién),ARO Centro - Tuluá,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PERSPECTIVA / SEGUIMIENTO,funcionando,PUBLICABLE,NO,15,FY-GF
76126,Calima (El Darién),ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Saneamiento básico,AFECTACIÓN REPORTADA,"El albergue cuenta con acceso a agua para consumo humano. Se reportan afectaciones en la PTAR del municipio, por lo que se requiere realizar seguimiento a su estado y funcionamiento, así como verificar las condiciones de manejo y disposición de aguas residuales. Se recomienda mantener vigilancia sobre las condiciones sanitarias del albergue y garantizar la continuidad del suministro de agua para las personas alojadas.

",PUBLICABLE,NO,15,GG-GN
76126,Calima (El Darién),ARO Centro - Tuluá,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,INFORMACIÓN PARCIAL / REVISAR,funcionando,PUBLICABLE,NO,15,GO-GV
76130,Candelaria,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,AFECTACIÓN REPORTADA,"Tienen 4 tanques del acueducto municipal en riesgo, son acueductos comunitarios que se pueden caer 2. Los otros 2 están averiados (Corregimientos de Lauro y Arenal)",PUBLICABLE,NO,16,FQ-FX
76130,Candelaria,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Acueducto,PERSPECTIVA / SEGUIMIENTO,Valoración inicial del riesgo y daño,PUBLICABLE,NO,16,FQ-FX
76130,Candelaria,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,16,FY-GF
76130,Candelaria,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,16,FY-GF
76130,Candelaria,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Saneamiento básico,AFECTACIÓN REPORTADA,No se reportan daños y/o afectaciones,PUBLICABLE,NO,16,GG-GN
76130,Candelaria,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Saneamiento básico,PERSPECTIVA / SEGUIMIENTO,N/A,PUBLICABLE,NO,16,GG-GN
76130,Candelaria,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,MANEJO EXTRAORDINARIO DE RCD / RESIDUOS,"La recolección de los residuos de construcción y demolición (RCD) se está realizando con apoyo de la Administración Municipal. Los residuos recolectados están siendo trasladados temporalmente a lotes baldíos o predios municipales, debido a las afectaciones o limitaciones en la disposición habitual.
",PUBLICABLE,NO,16,GO-GV
76130,Candelaria,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Energía eléctrica,AFECTACIÓN REPORTADA,"5 sectores sin energia desde el 10 de agosto. Corregimiento El Cabuyal, Villagorgona, El Arenal, Cabecera Municipal, El Tiple",PUBLICABLE,NO,16,GW-HD
76130,Candelaria,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Energía eléctrica,PERSPECTIVA / SEGUIMIENTO,EL DIA DE HOY 11 DE AGOSTO EL CONSEJO MPAL DE GESTION DEL RIESGO CONVOCA A CELSIA (EMPRESA RESPONSABLE DE LA PRESTACIÓN DE SERVICIO DE ENERGIA) Y HACE EL REQUERIMIENTO PARA LA RECONEXIÓN DEL SERVICIO Y LA EMPRESA CONFIRMA QUE SE ESPERA QUE EN HORAS DE LA TARDE SE REESTABLESCA EL SERVICIO,PUBLICABLE,NO,16,GW-HD
76130,Candelaria,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Gas,AFECTACIÓN REPORTADA,No se reportan daños y/o afectaciones,PUBLICABLE,NO,16,HE-HL
76130,Candelaria,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Gas,PERSPECTIVA / SEGUIMIENTO,N/A,PUBLICABLE,NO,16,HE-HL
76147,Cartago,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,17,FQ-FX
76147,Cartago,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Acueducto,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,17,FQ-FX
76147,Cartago,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,17,FY-GF
76147,Cartago,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,17,FY-GF
76147,Cartago,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Saneamiento básico,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,17,GG-GN
76147,Cartago,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Saneamiento básico,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,17,GG-GN
76147,Cartago,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,MANEJO EXTRAORDINARIO DE RCD / RESIDUOS,"La recolección de los residuos de construcción y demolición (RCD) se está realizando con apoyo de la Administración Municipal. Los residuos recolectados están siendo trasladados temporalmente a lotes baldíos o predios municipales, debido a las afectaciones o limitaciones en la disposición habitual.
",PUBLICABLE,NO,17,GO-GV
